,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
0,-0.5994,0.494,0.506,0.0,09-21-2017 14:52:03,'We are at war' https://t.co/Uz5k2mKR8l,0,@BBCWorld
1,0.2023,0.0,0.833,0.167,09-21-2017 09:22:25,Florian Philippot: Le Pen's top aide quits National Front https://t.co/sIsR1yKXx2,1,@BBCWorld
2,0.0,0.0,1.0,0.0,09-21-2017 04:41:39,Moving on up https://t.co/1s6JB2gAtV,2,@BBCWorld
3,0.0,0.0,1.0,0.0,09-20-2017 17:21:49,Iranian President Rouhani hits back at Donald Trump's UN speech https://t.co/B0tRxBcImh,3,@BBCWorld
4,0.3182,0.193,0.504,0.303,09-20-2017 12:31:50,Kenya's Supreme Court criticises IEBC electoral commission https://t.co/bqnGW65u5D,4,@BBCWorld
5,0.0,0.0,1.0,0.0,09-20-2017 07:23:53,"RT @BBCBenThompson: 4,000 jobs to go as India's Tata Steel &amp; German rival, Thyssenkrupp, merge European steel arms. CFO tells me deal safeg…",5,@BBCWorld
6,-0.4588,0.6,0.4,0.0,09-20-2017 04:26:47,'Abandoned wives' https://t.co/qN0rd4MG7I,6,@BBCWorld
7,0.0,0.0,1.0,0.0,09-19-2017 23:58:45,ICYMI: How did the international community react to Trump's #UNGA speech? @mbesheer and @BBCBarbaraPlett discuss… https://t.co/K1RkInRQxB,7,@BBCWorld
8,-0.743,0.24,0.76,0.0,09-19-2017 15:41:55,"RT @BBCJLandale: By any standards, it is extraordinary to hear a US president at the UN threaten the total destruction of another nation",8,@BBCWorld
9,-0.25,0.167,0.833,0.0,09-19-2017 12:58:14,"House Democrat Leader @NancyPelosi shouted down in Dreamers protest
 
https://t.co/NmX4MrGiyr https://t.co/qGjzxBHNqA",9,@BBCWorld
10,0.0,0.0,1.0,0.0,09-19-2017 09:33:09,"RT @BBCNewsEnts: Elisabeth Moss had a hidden message ""to the patriarchy"" on her shoes at the #Emmys https://t.co/i7pxbhEdyU via @karla_welc…",10,@BBCWorld
11,-0.4767,0.181,0.819,0.0,09-19-2017 03:54:19,"RT @JonahFisherBBC: Suu Kyi says ""hordes of refugees"" fleeing to Bangladesh. Poor choice of word.",11,@BBCWorld
12,-0.6369,0.366,0.634,0.0,09-18-2017 22:00:37,"Stanislav Petrov, who averted possible nuclear war, dies at 77 https://t.co/vQ0kmUiRyT",12,@BBCWorld
13,-0.1779,0.108,0.821,0.072,09-18-2017 13:55:39,"RT @BBCNewsNI: Irishman Ibrahim Halawa cleared of charges in Egypt, after spending four years in jail 
 https://t.co/yoE2EsjZUF https://t.c…",13,@BBCWorld
14,-0.4003,0.172,0.828,0.0,09-18-2017 08:56:22,"Scout Schultz is heard saying ""Shoot me!"" in a video filmed by fellow students https://t.co/ZEszBfFWlw",14,@BBCWorld
15,-0.0258,0.181,0.643,0.175,09-18-2017 01:46:34,RT @BBCNewsAsia: Man dies at haunted house attraction in Hong Kong: https://t.co/HmnXbQ0v8K https://t.co/Gbs3dNiPQf,15,@BBCWorld
16,0.6249,0.0,0.796,0.204,09-17-2017 15:41:57,"RT @BBCSport: A great gesture.

Denmark's men's football team have offered the women's side £60,000 a year.

https://t.co/L53JN2l3fE https:…",16,@BBCWorld
17,-0.4215,0.219,0.781,0.0,09-17-2017 00:49:39,Paris climate deal: US denies it will stay in accord https://t.co/yWPfaB52X4,17,@BBCWorld
18,0.0,0.0,1.0,0.0,09-16-2017 10:38:17,Irma: Apocalypse and the aftermath https://t.co/MQrrbsYu4x,18,@BBCWorld
19,0.0,0.0,1.0,0.0,09-15-2017 21:06:28,'Russia expects team at Winter Olympics' https://t.co/WWZo15CQ0H,19,@BBCWorld
20,-0.6659,0.214,0.786,0.0,09-15-2017 14:55:04,"""We have to be very smart..and very tough"" - @POTUS says he's going to call UK PM to discuss Tube terror attack… https://t.co/ghKOTBUxxc",20,@BBCWorld
21,0.0,0.0,1.0,0.0,09-15-2017 10:49:08,"RT @BBCBreaking: Blast caused by detonation of improvised explosive device - @metpoliceuk on Parsons Green tube explosion
 
https://t.co/9Y…",21,@BBCWorld
22,-0.3182,0.247,0.753,0.0,09-15-2017 04:13:39,Irma: Florida nursing home loses Medicaid funding https://t.co/n01J5ZoRDR,22,@BBCWorld
23,-0.6249,0.291,0.709,0.0,09-14-2017 23:39:43,Migrant crisis: Is Bilbao the new back door to Britain? https://t.co/X8rBUi7F3E,23,@BBCWorld
24,0.5859,0.0,0.798,0.202,09-14-2017 16:01:39,"""You've a steadfast ally in the United States - we'll stand by our allies as Brexit continues to take shape"": Rex T… https://t.co/XI7Pkg0zZG",24,@BBCWorld
25,-0.1531,0.275,0.5,0.225,09-14-2017 09:19:54,Abducted Finnish aid worker freed in Afghanistan https://t.co/VDggTPflWN,25,@BBCWorld
26,-0.7579,0.333,0.667,0.0,09-14-2017 04:29:11,"RT @BBCNewsAsia: ""One of Malaysia's worst fire disasters."" 

The story from Kuala Lumpur: https://t.co/ZdKeagTOQq https://t.co/J7LPG5FNup",26,@BBCWorld
27,0.0,0.0,1.0,0.0,09-14-2017 00:14:19,Why are Pakistan's pirated DVDs dying out? https://t.co/XQPMWvzqOA,27,@BBCWorld
28,0.0,0.0,1.0,0.0,09-13-2017 17:20:58,Reality check https://t.co/lK7ZA0Li0n,28,@BBCWorld
29,0.0,0.0,1.0,0.0,09-13-2017 13:47:31,Deaths at US nursing home hit by Irma https://t.co/wcUmdXAbDV,29,@BBCWorld
30,-0.6908,0.32,0.68,0.0,09-13-2017 07:08:27,India rape: Uncle did not father girl's baby - DNA test https://t.co/hiF0GBgQDu,30,@BBCWorld
31,0.4767,0.155,0.485,0.359,09-13-2017 01:09:02,Rebel Wilson wins large defamation payout https://t.co/hqpoh0Bmcq,31,@BBCWorld
32,0.0516,0.072,0.805,0.123,09-12-2017 18:28:58,"RT @bbcweather: Hurricane #Jose needs to be watched carefully. Huge uncertainty in track, but a couple of models take it across #Bahamas &amp;…",32,@BBCWorld
33,-0.9022,0.581,0.419,0.0,09-12-2017 14:00:31,Syria war: 'Russian air strikes' kill dozens in Deir al-Zour https://t.co/RpPNoxyzJ8,33,@BBCWorld
34,0.4939,0.0,0.849,0.151,09-12-2017 07:43:07,"RT @BBCNewsbeat: Beer in one hand, baby in another. So is this ""beautiful"" or ""disgusting""?

Full story: https://t.co/LOLIzxQrdk https://t.…",34,@BBCWorld
35,0.0,0.0,1.0,0.0,09-12-2017 01:42:41,North Korea slapped with new UN sanctions after unanimous UN vote: https://t.co/dDsFmpmFsl https://t.co/7ZuBBpXL6Q,35,@BBCWorld
36,-0.6249,0.157,0.843,0.0,09-11-2017 16:17:09,"RT @BBCJamesCook: In the Caribbean, the crisis is far from over. Follow @BBCLBicker for the latest from the British Virgin Islands after #H…",36,@BBCWorld
37,-0.3182,0.161,0.839,0.0,09-11-2017 12:10:32,"RT @BBCBreaking: Irma weakens to a tropical storm after battering Florida, forecasters say https://t.co/VIsZZiqZ8L",37,@BBCWorld
38,0.5423,0.089,0.667,0.244,09-11-2017 07:40:08,RT @BBCNewsAsia: India lodges diplomatic protest with Australia over 'offensive' ad depicting Hindu god Ganesha enjoying lamb: https://t.co…,38,@BBCWorld
39,0.0,0.0,1.0,0.0,09-11-2017 02:31:31,RT @BBCNewsAsia: These women in India are breaking tradition to eat with their families for the very first time: https://t.co/1FzMHiobwZ ht…,39,@BBCWorld
40,0.6249,0.089,0.683,0.229,09-10-2017 22:53:24,"RT @BBCSport: He's done it.

Rafael Nadal has won his 16th Grand Slam title.

He beats Kevin Anderson 6-3 6-3 6-4. 

#USOpen: https://t.co/…",40,@BBCWorld
41,-0.6124,0.227,0.773,0.0,09-10-2017 16:51:22,"RT @bbcweather: Vicious #thunderstorms continue to track across central #Europe. Flooding, landslides and travel disruption are likely on #…",41,@BBCWorld
42,0.0,0.0,1.0,0.0,09-10-2017 13:11:33,Hurricane Irma hits Florida islands https://t.co/W8LFkKCrGd,42,@BBCWorld
43,0.6908,0.134,0.593,0.273,09-10-2017 00:02:58,RT @BBCLBicker: Royal Engineers and Marine Commandos have arrived in #tortola to help. One woman said she cried tears of joy to see help ar…,43,@BBCWorld
44,0.0,0.0,1.0,0.0,09-09-2017 14:03:52,"New mummies discovered in tomb near Luxor, Egypt https://t.co/7hJz5FnLWS",44,@BBCWorld
45,0.296,0.0,0.476,0.524,09-09-2017 00:34:30,Red alert https://t.co/pItLIRhFTt,45,@BBCWorld
46,0.0,0.0,1.0,0.0,09-08-2017 17:58:30,Hurricane Irma: Caribbean counts the cost of deadly storm https://t.co/jhW1q5goPp,46,@BBCWorld
47,-0.6597,0.403,0.597,0.0,09-08-2017 12:29:27,Negroponte: US strike on North Korea would 'wreak havoc' https://t.co/QVFuBV9ygr,47,@BBCWorld
48,0.3182,0.0,0.874,0.126,09-08-2017 08:18:14,"RT @BBCSport: Bibiana Steinhaus will become the Bundesliga's first female referee.

A huge moment for the league.

https://t.co/zsUzcTXD9F…",48,@BBCWorld
49,0.0,0.0,1.0,0.0,09-08-2017 02:16:13,"Australians surrender 26,000 guns in national amnesty: https://t.co/mJhnrfXvhy https://t.co/r1xqtokt9K",49,@BBCWorld
50,-0.2263,0.125,0.784,0.09,09-07-2017 20:45:27,"RT @BBCBreaking: Jose upgraded to a major hurricane with winds of 120mph, as Irma continues to cause huge damage in the Caribbean https://t…",50,@BBCWorld
51,0.0,0.0,1.0,0.0,09-07-2017 14:51:32,BBC witnesses Myanmar Muslim village burn https://t.co/I1yxKHQnQg,51,@BBCWorld
52,-0.1531,0.167,0.833,0.0,09-07-2017 09:58:13,"Why is Bulgaria's population falling off a cliff? ?

https://t.co/ytoXA5avtu https://t.co/BmuSEfR5YL",52,@BBCWorld
53,0.0,0.0,1.0,0.0,09-07-2017 05:09:03,"RT @BBCNewsAsia: China's Dalian Wanda Group sues over ""malicious rumours"" about billionaire chairman Wang Jianlin: https://t.co/dXRDvHvXXM…",53,@BBCWorld
54,0.5859,0.0,0.678,0.322,09-06-2017 22:51:45,Aeroflot flight attendants win compensation over uniform size https://t.co/MblHPPMgLn,54,@BBCWorld
55,0.0,0.0,1.0,0.0,09-06-2017 15:52:26,"Follow the latest news on #hurricaneirma

https://t.co/ggLkeQh7Qr https://t.co/oakkbTAs9i",55,@BBCWorld
56,-0.4939,0.151,0.849,0.0,09-06-2017 12:26:52,"RT @BBCBreaking: Hurricane Irma has caused major flooding and damage to buildings on several Caribbean islands, France says https://t.co/zd…",56,@BBCWorld
57,0.4939,0.0,0.878,0.122,09-06-2017 06:56:33,RT @BBCBusiness: On #BBCBizLive: As Ryanair changes the rules on hand baggage as we're taking too much on board - let us know your stories…,57,@BBCWorld
58,0.0,0.0,1.0,0.0,09-05-2017 23:19:27,New insurgency https://t.co/dymncVLVYd,58,@BBCWorld
59,0.0,0.0,1.0,0.0,09-05-2017 15:16:09,For more on Hurricane Irma https://t.co/L1foeCZQ3c https://t.co/3Ec1KR2Np2,59,@BBCWorld
60,-0.4404,0.333,0.523,0.144,09-05-2017 10:11:59,Chinese man jailed for helping net users evade state blocks https://t.co/9Y0n2bR2AB,60,@BBCWorld
61,0.4215,0.0,0.851,0.149,09-05-2017 06:10:09,RT @BBCSteveR: The father who saved his children from IS in Syria. My report from Dagestan. https://t.co/lGY94EH24J,61,@BBCWorld
62,0.1779,0.0,0.638,0.362,09-04-2017 23:12:04,Escape from IS https://t.co/fnYfY6SYtz,62,@BBCWorld
63,0.0,0.0,1.0,0.0,09-04-2017 15:47:34,Hong Kong replaces BBC world radio with Chinese broadcaster https://t.co/SeTtGtPd0T,63,@BBCWorld
64,0.0,0.0,1.0,0.0,09-04-2017 10:42:12,Rocco Morabito: Italian mafia boss held in Uruguay https://t.co/rDlGXkumN8,64,@BBCWorld
65,0.0,0.0,1.0,0.0,09-04-2017 01:18:40,Burning fuel hits crowd at Australian drag-racing event https://t.co/rt8t246v5u,65,@BBCWorld
66,0.765,0.0,0.752,0.248,09-03-2017 15:38:53,"RT @BBCSport: Lewis Hamilton has had the perfect weekend ??

He leads the #F1 championship for the first time in 2017 https://t.co/IgRu0YXy…",66,@BBCWorld
67,-0.6249,0.672,0.328,0.0,09-03-2017 04:57:11,Crisis management https://t.co/vJOrKwKuC4,67,@BBCWorld
68,-0.1531,0.071,0.929,0.0,09-02-2017 11:37:46,"RT @BBCSport: Rain is falling &amp; #ItalianGP qualifying could be very eventful, if it gets under way at all.

Live page https://t.co/Eb4oSSe2…",68,@BBCWorld
69,0.1511,0.0,0.85,0.15,09-02-2017 01:13:33,Canada hospital not charged after switching men at birth https://t.co/F1keBsOh3F,69,@BBCWorld
70,0.0,0.0,1.0,0.0,09-01-2017 17:27:10,Multiple waterspouts spotted in Sochi https://t.co/IBaLjvyBss,70,@BBCWorld
71,0.5423,0.067,0.67,0.263,09-01-2017 08:57:48,"Young fan dragged away by Lionel Messi's security, finally gets to meet his idol https://t.co/3OtN8IVFep",71,@BBCWorld
72,-0.8176,0.385,0.615,0.0,09-01-2017 01:49:17,Man arrested in Melbourne over viral video showing 'abhorrent' killing of kangaroo: https://t.co/00OYJTA0hl https://t.co/EiREInLR9Z,72,@BBCWorld
73,-0.1531,0.186,0.814,0.0,08-31-2017 20:11:55,"Houston floods: Storm Harvey 'affected 100,000 homes' https://t.co/qc2zI30Onq",73,@BBCWorld
74,-0.5994,0.206,0.794,0.0,08-31-2017 14:09:13,"20 years after her death, we look back at the life of #PrincessDiana https://t.co/lRK89NtOZ8 #Diana20 https://t.co/jZJ9fHSzvw",74,@BBCWorld
75,0.7579,0.0,0.745,0.255,08-31-2017 09:15:21,"RT @BBC_HaveYourSay: ""I am lucky to have met her - this should be a time to celebrate her life."" Remembering Princess Diana https://t.co/gm…",75,@BBCWorld
76,-0.0772,0.302,0.698,0.0,08-30-2017 23:33:52,Two worlds collide https://t.co/5UkHdkmrJb,76,@BBCWorld
77,-0.7184,0.261,0.739,0.0,08-30-2017 17:46:27,RT @BBCNewsGraphics: In maps: flooding and storm damage. Texas begins to assess the devastation caused by storm Harvey. https://t.co/UN02rC…,77,@BBCWorld
78,0.0,0.0,1.0,0.0,08-30-2017 11:18:05,Houston reels as Storm Harvey moves on to Louisiana https://t.co/dEnNVxORpa,78,@BBCWorld
79,-0.4404,0.266,0.734,0.0,08-30-2017 06:26:24,Guatemala court overrules order to expel UN official https://t.co/madgnNIyPx,79,@BBCWorld
80,-0.3818,0.464,0.536,0.0,08-29-2017 23:51:17,Losing your voice https://t.co/WtDNaBAEwl,80,@BBCWorld
81,0.4215,0.0,0.859,0.141,08-29-2017 15:45:41,"Storm #Harvey latest:
• Over 3,500 people rescued by @NationalGuard (about 300 by hoist)
• nearly 300 animal rescue… https://t.co/deJvXV0S9Y",81,@BBCWorld
82,0.0,0.0,1.0,0.0,08-29-2017 09:05:33,"RT @BBC_HaveYourSay: ""Unprecedented"", ""catastrophic"", ""historic"", ""epic"" - experiences of people caught in the #harveyhouston floods
https:…",82,@BBCWorld
83,0.0,0.0,1.0,0.0,08-29-2017 01:53:10,RT @BBCNewsAsia: Thailand's political trial of the decade - explained: https://t.co/kDlFLZwiwX https://t.co/zb6926wvCz,83,@BBCWorld
84,-0.5574,0.34,0.66,0.0,08-28-2017 15:23:57,Trump administration sued over transgender military ban https://t.co/bTrdSIcq8U,84,@BBCWorld
85,0.0,0.0,1.0,0.0,08-28-2017 09:36:31,Storm #Harvey: This photo of elderly residents submerged in water in Texas went viral — prompting their rescue… https://t.co/y1CvwvKDQn,85,@BBCWorld
86,0.0,0.0,1.0,0.0,08-27-2017 23:55:58,"Finale is here. #GoTS7 #GameofThrones #GoT 

Who rightfully deserves the Iron Throne? Our analysis:… https://t.co/yEOCSc9UON",86,@BBCWorld
87,-0.836,0.357,0.643,0.0,08-27-2017 14:00:04,RT @BBCJamesCook: Houston has the feel of a city in crisis. The motorways are empty. Abandoned cars are everywhere. https://t.co/6nKwkStsnp,87,@BBCWorld
88,-0.3818,0.148,0.852,0.0,08-27-2017 07:27:47,Tropical Storm Harvey continues to lash Texas - which is now bracing itself for severe flooding… https://t.co/T3aWevocVf,88,@BBCWorld
89,-0.9136,0.809,0.191,0.0,08-27-2017 00:05:26,Spain attacks: Suspects' sister condemns violence https://t.co/BjXXn7JDbq,89,@BBCWorld
90,0.0,0.0,1.0,0.0,08-26-2017 11:03:05,Wind-whipped flames engulf buildings in Texas https://t.co/696kdjJs6F,90,@BBCWorld
91,-0.3818,0.464,0.536,0.0,08-25-2017 23:38:16,International food fight https://t.co/Z1OBq9fWw7,91,@BBCWorld
92,0.0,0.0,1.0,0.0,08-25-2017 15:52:32,Toronto orchestra closed after fat-shaming singers https://t.co/u53prsU7nH,92,@BBCWorld
93,-0.3818,0.184,0.697,0.119,08-25-2017 11:15:41,"RT @BBCBreaking: Three people believed to be supporters of spiritual leader #RamRahimSingh killed after his conviction, reports say https:/…",93,@BBCWorld
94,0.6369,0.0,0.84,0.16,08-25-2017 06:59:13,"RT @BBCSport: Is the man we see on camera the real Conor McGregor?

We've had a chat with those who know him best: https://t.co/cYz2bPyHec…",94,@BBCWorld
95,0.3612,0.0,0.545,0.455,08-25-2017 00:30:13,Praying for asylum https://t.co/ca2q12rkSz,95,@BBCWorld
96,0.0,0.0,1.0,0.0,08-24-2017 15:41:53,There are military parades — and then there's Mecca's mega military parade ? https://t.co/MeGMw7Vklc,96,@BBCWorld
97,0.0,0.0,1.0,0.0,08-24-2017 10:23:59,White House gets the builders in for renovations https://t.co/I8DD1fx3au,97,@BBCWorld
98,-0.7906,0.318,0.682,0.0,08-24-2017 03:40:14,RT @BBCNewsAsia: 12 dead and hundreds left injured after Typhoon Hato sweeps across southern China: https://t.co/Dl45lxERaz https://t.co/rC…,98,@BBCWorld
99,0.0,0.0,1.0,0.0,08-23-2017 19:55:03,Donald Trump softens tone to urge 'a new unity' https://t.co/FvGPVk3p7w,99,@BBCWorld
100,0.1779,0.0,0.898,0.102,09-21-2017 15:00:04,Amazon is reviewing its website after it suggested customers in the U.K. buy bomb-making ingredients:… https://t.co/ewvSTN907U,0,@CBSNews
101,0.6369,0.0,0.755,0.245,09-21-2017 12:34:35,Domino’s President &amp; CEO Patrick Doyle has been credited with reinvigorating the brand. He joins @CBSThismorning to… https://t.co/2sGnT6ulIM,1,@CBSNews
102,0.0516,0.0,0.941,0.059,09-21-2017 11:40:47,AHEAD on @CBSThisMorning: An autistic boy’s family wants an apology from an Arizona police officer after he was hur… https://t.co/ycPJqQdneC,2,@CBSNews
103,0.296,0.0,0.891,0.109,09-21-2017 10:45:01,.@Dominos CEO Patrick Doyle will join @CBSThisMorning to discuss how the pizza company is aiming to deliver pizzas… https://t.co/LDiu5EqffH,3,@CBSNews
104,0.3612,0.0,0.839,0.161,09-21-2017 06:48:05,"As campaign chairman, Manafort offered wealthy Russian ""private briefings"" on 2016 election https://t.co/wyWRd8BrOX https://t.co/C1G9UB65MA",4,@CBSNews
105,0.5267,0.0,0.805,0.195,09-21-2017 01:35:03,Attorney General Jeff Sessions to testify before Senate panel about Department of Justice oversight… https://t.co/btUL8oUcOd,5,@CBSNews
106,-0.4118,0.126,0.874,0.0,09-20-2017 22:39:04,"At least 230 people were killed, but there are also incredible stories of survival. @BojorquezCBS has more from Mex… https://t.co/CipvBXJbwz",6,@CBSNews
107,0.0,0.0,1.0,0.0,09-20-2017 18:15:26,"NEW: Hurricane Maria has been downgraded to a Category 3 storm, National Hurricane Center says… https://t.co/txJO0mHnRr",7,@CBSNews
108,-0.4019,0.184,0.816,0.0,09-20-2017 16:05:01,"""Mini Satans"": Hospital employees removed after shocking Facebook post goes viral https://t.co/whQwU2wleM https://t.co/gTyUKkDC5J",8,@CBSNews
109,0.0,0.0,1.0,0.0,09-20-2017 12:54:40,"“It’s kind of about life and how you got to deal with what’s coming, you got to keep shooting,” Moynihan says on ne… https://t.co/pqlKXjG05K",9,@CBSNews
110,0.0,0.0,1.0,0.0,09-20-2017 11:49:44,"New Orleans @MayorLandrieu called for the removal of Confederate monuments. Ahead on @CBSThisMorning, he discusses… https://t.co/LuiHNgzGkT",10,@CBSNews
111,0.0,0.0,1.0,0.0,09-20-2017 11:03:29,RT @CBSThisMorning: NOW: We're in Mexico City with the latest on a deadly earthquake + @DavidBegnaud has the latest on #Maria from Puerto R…,11,@CBSNews
112,-0.4767,0.22,0.78,0.0,09-20-2017 08:03:05,White Baton Rouge man arrested in deaths of 2 black men https://t.co/vq1qMB1Unh https://t.co/95ZJzerWZT,12,@CBSNews
113,-0.5106,0.249,0.751,0.0,09-20-2017 02:40:02,Federal appeals court blocks San Francisco law requiring health warning on soda ads https://t.co/3wbxENkCPx https://t.co/EK87R51ZWG,13,@CBSNews
114,0.4019,0.0,0.87,0.13,09-19-2017 22:39:44,"""Please, let us help you,"" governor of Puerto Rico tells residents ahead of Hurricane Maria's expected landfall on… https://t.co/xjn5pkCIA8",14,@CBSNews
115,0.4549,0.0,0.864,0.136,09-19-2017 19:39:31,"""Mexico is a very seismically active area all the time,"" USGS geophysicist says of 7.1 tremor south of Mexico City… https://t.co/1V5Mal9obX",15,@CBSNews
116,0.1779,0.123,0.728,0.149,09-19-2017 16:16:11,"""There is no easy way out, no easy answer, but we need to find something in between,"" Jens Stoltenberg says of Nort… https://t.co/VrfrDMbe4Q",16,@CBSNews
117,0.4005,0.0,0.856,0.144,09-19-2017 14:07:58,"Americans ""will emerge from these hardships more determined than ever before,"" Pres. Trump says of hurricanes… https://t.co/QoDg1C3zAF",17,@CBSNews
118,0.0,0.0,1.0,0.0,09-19-2017 12:28:13,"Ellen Pao rocked the tech when sued a Silicon Valley giant for gender discrimination. Ahead, she joins… https://t.co/8HtzLIW9Vm",18,@CBSNews
119,-0.296,0.109,0.891,0.0,09-19-2017 11:21:30,AHEAD on @CBSThisMorning: The University of Rochester is accused of not acting against a sexual predator on its fac… https://t.co/iJGFT9fBa3,19,@CBSNews
120,-0.3612,0.185,0.815,0.0,09-19-2017 09:18:07,Sean Spicer says he regrets claim about Trump inauguration crowd https://t.co/5YAEZJEoVH https://t.co/xudQfvYcwf,20,@CBSNews
121,-0.5423,0.212,0.788,0.0,09-19-2017 04:33:06,"""Why shoot?"": Family speaks out after fatal shooting of Georgia Tech student https://t.co/x308CEitSL https://t.co/yjO4VKq3ZK",21,@CBSNews
122,-0.2263,0.091,0.909,0.0,09-18-2017 22:54:51,.@NancyPelosi was shouted down by dozens of protesters as she held a news conference in San Francisco to urge passa… https://t.co/lRPQYLYZYG,22,@CBSNews
123,0.4215,0.0,0.823,0.177,09-18-2017 19:21:57,NOW: Pres. Trump meets with French President Emmanuel Macron at the United Nations https://t.co/G3yp74iMrh,23,@CBSNews
124,0.6908,0.0,0.778,0.222,09-18-2017 14:07:27,“We commend the secretary general and his call for the United Nations to focus more on people and less on bureaucra… https://t.co/yd3RwHV2DY,24,@CBSNews
125,0.6115,0.0,0.826,0.174,09-18-2017 12:04:48,History was made at the Emmys. Julia Louis-Dreyfus holds the record for most wins by a performer in a single role… https://t.co/7uqhwgIs5D,25,@CBSNews
126,0.0,0.0,1.0,0.0,09-18-2017 11:05:43,"North Korea’s nuclear program is the focus at the UN, where Pres. Trump starts a weeklong series of meetings Monday… https://t.co/oca6NZ5OkL",26,@CBSNews
127,0.0,0.0,1.0,0.0,09-18-2017 06:18:07,"Ex-British spy on leading a ""double life"" as a famous author https://t.co/nKjjLXYvn8 https://t.co/r0jO5HcI5i",27,@CBSNews
128,0.5106,0.0,0.708,0.292,09-18-2017 01:18:06,Honoring the chief carver of Mount Rushmore https://t.co/VJCuihm8xX https://t.co/weOabynfQL,28,@CBSNews
129,0.0,0.0,1.0,0.0,09-17-2017 18:25:01,"Secretary of State Tillerson says Pres. Trump is open to staying in Paris climate accord under ""right conditions""… https://t.co/TcTvanvDT7",29,@CBSNews
130,0.5719,0.127,0.558,0.315,09-17-2017 12:18:06,"After heartfelt letter, woman steps in to help lonely neighbor in need https://t.co/EEiXQxqniL https://t.co/bb60vAMluA",30,@CBSNews
131,0.1027,0.117,0.745,0.138,09-17-2017 07:18:07,Kelly Clarkson says she gave up big bucks to avoid credit with Dr. Luke https://t.co/yScmmRwgpG https://t.co/tdGJPqphh7,31,@CBSNews
132,-0.6486,0.264,0.736,0.0,09-17-2017 02:33:04,"World's oldest person dead at age 117, Jamaican Prime Minister says https://t.co/rMBzNFNrTQ https://t.co/9TTYNGZqJy",32,@CBSNews
